LOCATION ACCOUNT #,BUSINESS NAME,DBA NAME,STREET ADDRESS,CITY,LOCATION DESCRIPTION,MAILING ADDRESS,MAILING CITY,MAILING ZIP CODE,NAICS,PRIMARY NAICS DESCRIPTION,COUNCIL DISTRICT,LOCATION START DATE,LOCATION END DATE,LOCATION
0003030313-0001-3,TAN'S CHINESE RESTAURANT INC,PANDA CHINESE FAST FOOD,8870   CORBIN AVENUE,NORTHRIDGE,8870 CORBIN 91324-3309,,,,722110,Full-service restaurants,12,01/01/2018,,"(34.2316, -118.5615)"
0003134083-0001-9,HRH INVESTMENTS LLC,UNCLE TONY'S PIZZERIA,13007   VICTORY BLVD,NORTH HOLLYWOOD,13007 VICTORY 91606-2925,,,,722110,Full-service restaurants,2,06/26/2019,,"(34.1871, -118.4172)"
0003015748-0001-3,PARK HOSPITALITY LLC,"ADAMAE, LOWBOY, BAR FLORES",1536 W SUNSET BLVD,LOS ANGELES,1536 SUNSET 90026-3332,3701   EDENHURST AVENUE,LOS ANGELES,90039-1733,722110,Full-service restaurants,1,07/21/2017,,"(34.0763, -118.2568)"
0003134972-0001-4,SHIN RAMEN HOLLYWOOD,SHIN RAMEN,1655 N LA BREA AVENUE,LOS ANGELES,1655 LA BREA 90028,1655 N LA BREA AVENUE,LOS ANGELES,90028-6901,722110,Full-service restaurants,4,07/01/2019,,"(34.1012, -118.3452)"
0003167726-0001-9,"GUS'S BBQ 3, INC.",GUS'S BBQ,20179   RINALDI STREET   SUITE #150,PORTER RANCH,20179 RINALDI 91326,34 W DAYTON STREET,PASADENA,91105-2002,722110,Full-service restaurants,12,01/01/2020,,"(34.2754, -118.5505)"
0003134575-0001-5,"CH WEST LA, LLC",CURRY HOUSE JAPANESE CURRY & SPAGHETTI,2130   SAWTELLE BLVD   SUITE #200,LOS ANGELES,2130 SAWTELLE 90025,120   CHULA VISTA,HOLLYWOOD PARK,78232-2234,722110,Full-service restaurants,11,06/21/2019,,"(34.0392, -118.4417)"
0002950571-0001-0,SOULFUL LLC,PICCOLO RITROVO,15415 W SUNSET BLVD,PACIFIC PALISADES,15415 SUNSET 90272-3546,15415 W SUNSET BLVD,PACIFIC PALISADES,90272-3546,722110,Full-service restaurants,11,01/01/2017,,"(34.0484, -118.5274)"
0003133774-0001-0,"EMILIA RISTORANTE, LP",,8500   BURTON WAY,LOS ANGELES,8500 BURTON 90048,101   THE GROVE DRIVE,LOS ANGELES,90036-6221,722110,Full-service restaurants,5,07/15/2019,,"(34.0712, -118.3771)"
0002940504-0001-1,WESTWOOD CATERING COMPANY,,1804 S LA CIENEGA BLVD   UNIT #4,LOS ANGELES,1804 LA CIENEGA 90035-4647,,,,722110,Full-service restaurants,10,01/01/2016,,"(34.0442, -118.3764)"
0003033494-0001-7,EATINGFRESH INC,SUBWAY #24017,1821 E CESAR E CHAVEZ AVENUE,LOS ANGELES,1821 CESAR E CHAVEZ 90033-2415,5138   LOUISE AVENUE,ENCINO,91316-2532,722110,Full-service restaurants,14,01/24/2018,,"(34.0505, -118.2154)"
0002917766-0002-9,MAYD IT INC,THE POLLO LA,3183   WILSHIRE BLVD   SUITE #172,LOS ANGELES,3183 WILSHIRE 90010-1282,,,,722110,Full-service restaurants,10,08/01/2018,,"(34.0622, -118.2904)"
0003172794-0001-5,"MB OHANA, LLC",MALAMA PONO,13355 VENTURA BLVD,SHERMAN OAKS,13355 VENTURA 91423,13355 VENTURA BLVD,SHERMAN OAKS,91423,722110,Full-service restaurants,0,02/01/2020,,
0003172942-0001-4,KBI FOOD VENTURES,STE 101,3450 W 6TH STREET SUITE #101,LOS ANGELES,3450 6TH 90020,3450 W 6TH STREET SUITE #101,LOS ANGELES,90020,722110,Full-service restaurants,0,01/22/2020,,
0002236065-0001-6,JAVID INC,MEHRDAD'S PLACE,6218   SALE AVENUE,WOODLAND HILLS,6218 SALE 91367-1725,6218   SALE AVENUE,WOODLAND HILLS,91367-1725,722110,Full-service restaurants,3,03/29/2007,,"(34.1836, -118.6187)"
0002972148-0002-3,JUAN ARTHUR VIZCARRA,THE HUNGRY NINJA,21032 DEVONSHIRE STREET UNIT #101,CHATSWORTH,21032 Devonshire 91311-2368,,,,722110,Full-service restaurants,12,01/01/2020,,"(34.2569, -118.5919)"
0003169443-0001-2,DEMOS ATTENTION LLC,HELLO PEOPLE BRUNCH LOUNGE,801 N FAIRFAX AVENUE    #101,LOS ANGELES,801 Fairfax 90046-7248,40 S CHESTNUT PLACE #5110,LONG BEACH,90802-8135,722110,Full-service restaurants,5,01/02/2020,,"(34.0857, -118.3618)"
0003172477-0001-7,OSCAR ROLANDO GONZALEZ,MULAS RESTAURANT BAR,3207 E PICO BLVD,LOS ANGELES,3207 Pico 90023-3712,,,,722110,Full-service restaurants,14,01/10/2020,,"(34.0182, -118.2096)"
0002993857-0002-0,SWEETEA BAR INC,CAFE BAUM,207 N WESTERN AVENUE,LOS ANGELES,207 Western 90004-4107,207 N WESTERN AVENUE,LOS ANGELES,90004-4107,722110,Full-service restaurants,4,11/26/2019,,"(34.0749, -118.3096)"
0003172137-0001-8,"SOPRANO HOLLYWOOD, LLC",SOPRANO,6263   HOLLYWOOD BLVD,LOS ANGELES,6263 HOLLYWOOD 90028,10 W CENTURY DRIVE,LOS ANGELES,90067-3426,722110,Full-service restaurants,13,01/01/2020,,"(34.1017, -118.3261)"
0003126192-0001-4,COMEDY CLUB OF LOS ANGELES LLC,HOLLYWOOD IMPROV,8162   MELROSE AVENUE,LOS ANGELES,8162 MELROSE 90046-7013,6701 CENTER DRIVE W,LOS ANGELES,90045-1535,722110,Full-service restaurants,5,01/01/2019,,"(34.0835, -118.3674)"
0003122324-0001-5,ALARCO ENTERPRISES INC,FARM TABLE CO.,6209   VAN NUYS BLVD,VAN NUYS,6209 VAN NUYS 91401-2710,6209   VAN NUYS BLVD,VAN NUYS,91401-2710,722110,Full-service restaurants,6,05/01/2019,,"(34.183, -118.4492)"
0003168321-0001-1,AISHI BOWL INC,,1605 S HOOVER STREET   #109,LOS ANGELES,1605 HOOVER 90006-4957,,,,722110,Full-service restaurants,1,11/08/2019,,"(34.0435, -118.2845)"
0003171415-0001-9,COUSINS RESTAURANT GROUP INC,YUNOMI HANDROLL BAR,800 E 3RD STREET UNIT #100,LOS ANGELES,800 3RD 90013-1820,,,,722110,Full-service restaurants,0,01/06/2020,,
0003169390-0001-9,JKJ ENTERPRISE LLC,,3500 W 6TH STREET   SUITE #311,LOS ANGELES,3500 6TH 90020,3500 W 6TH STREET   BUILDING #311,LOS ANGELES,90020-5805,722110,Full-service restaurants,10,12/27/2019,,"(34.0632, -118.2986)"
0003168265-0001-5,MW & ML LLC,ITALIAN PIZZA KITCHEN,8237 TAMPA AVENUE,RESEDA,8237 Tampa 91335-1133,,,,722110,Full-service restaurants,3,12/15/2019,,"(34.2197, -118.5537)"
0003169981-0001-9,MAR Y TIERRA PUPUSERIA Y RESTAURANT,,6201   WHITTIER BLVD   SUITE #7,LOS ANGELES,6201 WHITTIER 90022,6201   WHITTIER BLVD   SUITE #7-8,LOS ANGELES,90022-4577,722110,Full-service restaurants,0,01/06/2020,,"(34.0166, -118.1378)"
0002610206-0001-1,GREEN STREET TAVERN INC,INDUSTRIEL | INDUSTRIEL RESTAURANT,609 S GRAND AVENUE,LOS ANGELES,609 GRAND 90017-3843,1120 S GRAND AVENUE,LOS ANGELES,90015-2490,722110,Full-service restaurants,14,04/10/2012,,"(34.0486, -118.2553)"
0003170288-0001-4,SONIA LOPEZ,LA CABANA ESTILO JEREZ ZACATECAS,2931 E 4TH STREET,LOS ANGELES,2931 4th 90033-4432,2564 LANCASTER AVENUE,LOS ANGELES,90033-1504,722110,Full-service restaurants,14,01/01/2020,,"(34.0375, -118.2041)"
0002913448-0001-9,TPIM INC,JIN JU GOM TANG,4001 WILSHIRE BLVD    #F-172,LOS ANGELES,4001 WILSHIRE 90010-3440,,,,722110,Full-service restaurants,4,05/17/2016,,"(0.0, 0.0)"
0002728811-0001-1,BLUE MOON HOOKAH INC,,1053 S HILL STREET,LOS ANGELES,1053 HILL 90015-1613,1053 S HILL STREET,LOS ANGELES,90015-1613,722110,Full-service restaurants,14,02/10/2014,,"(34.0408, -118.2591)"
0003172938-0001-8,MICHELLE SOLIS,LA MICHOACANA RESTAURANT,1625 E CESAR E CHAVEZ AVENUE,LOS ANGELES,1625 CESAR E CHAVEZ 90033,1625 E CESAR CHAVEZ AVENUE,LOS ANGELES,90033,722110,Full-service restaurants,0,01/01/2020,,
0003172314-0001-3,VIET KITCHEN GROUP,VIET KITCHEN,14650   ROSCOE BLVD   SUITE #10,PANORAMA CITY,14650 ROSCOE 91402,14650   ROSCOE BLVD   UNIT #10,PANORAMA CITY,91402-4149,722110,Full-service restaurants,6,02/01/2020,,"(34.221, -118.4519)"
0003170373-0001-6,ALEJANDRO LAGOS,SABLE STUDIO CAFE,1041 N ORANGE DRIVE   FRONT #1,LOS ANGELES,1041 ORANGE 90038,1041 N ORANGE DRIVE   FRONT #1,LOS ANGELES,90038-2317,722110,Full-service restaurants,4,01/01/2020,,"(34.0901, -118.342)"
0003169000-0001-1,SJEY ENTERPRISE INC,,2011 OCEAN FRONT WALKS,VENICE,2011 Ocean Front 90291-4118,,,,722110,Full-service restaurants,11,12/17/2019,,"(33.9846, -118.4715)"
0002966845-0001-1,HATCH YAKITORI LP,,700 W 7TH STREET   SUITE #G640,LOS ANGELES,700 7TH 90017-3969,700 W 7TH STREET   #G600,LOS ANGELES,90017-3998,722110,Full-service restaurants,1,06/20/2017,,"(34.0521, -118.263)"
0000489678-0001-8,SIZZLER USA RESTAURANTS INC,SIZZLER #219 | SIZZLER RESTAURANTS 219,5856 W MANCHESTER AVENUE,LOS ANGELES,5856 MANCHESTER 90045-4419,23352   MADERO,MISSION VIEJO,92691-2734,722110,Full-service restaurants,11,05/01/1958,,"(33.9598, -118.3845)"
0003168587-0001-6,KAY-ADD INC.,SUSHI STORY,28050   HASLEY CANYON ROAD,CASTAIC,28050 HASLEY CANYON 91384,28050   HASLEY CANYON ROAD,CASTAIC,91384-4516,722110,Full-service restaurants,0,01/01/2020,,"(34.4509, -118.6247)"
0003169915-0001-1,HYO SIK KWAK,KOREAN KITCHEN HIBACHI BBQ,135   JAPANESE VILLAGE PLAZA MALL   #215,LOS ANGELES,135 JAPANESE VILLAGE PLAZA 90012-3908,,,,722110,Full-service restaurants,14,02/01/2020,,"(34.0493, -118.2402)"
0003169677-0001-8,URBAN KEBAB INC,,11046 MAGNOLIA BLVD,NORTH HOLLYWOOD,11046 Magnolia 91601-3810,,,,722110,Full-service restaurants,2,01/01/2020,,"(34.1646, -118.3721)"
0003170562-0001-4,KASHIF KEANDRE DAVIS,YARDIES CARIBBEAN SMOKEHOUSE,3624   CARMONA AVENUE   APARTMENT #D,LOS ANGELES,3624 CARMONA 90016,3624   CARMONA AVENUE   APARTMENT #D,LOS ANGELES,90016-5135,722110,Full-service restaurants,10,12/19/2019,,"(34.0206, -118.367)"
0003111630-0001-1,SQS LA LLC,,800 W OLYMPIC BLVD   SUITE #A150,LOS ANGELES,800 OLYMPIC 90015-1372,10845   GRIFFITH PEAK DRIVE   SUITE #520,LAS VEGAS,89135-1555,722110,Full-service restaurants,14,01/01/2019,,"(34.0449, -118.264)"
0003137492-0001-2,MINGHUA ZHAO,BASIC,3372 W 8TH STREET,LOS ANGELES,3372 8TH 90005,986 S NEW HAMPSHIRE AVENUE   UNIT #3,LOS ANGELES,90006-0006,722110,Full-service restaurants,10,08/01/2019,,"(34.0575, -118.3025)"
0000570000-0001-1,JACK IN THE BOX PROPERTIES,JACK IN THE BOX #3173,6407 W SUNSET BLVD,LOS ANGELES,6407 SUNSET 90028-7306,9330 BALBOA AVENUE,SAN DIEGO,92123-1516,722110,Full-service restaurants,13,07/12/1987,,"(34.0979, -118.329)"
0003137528-0001-2,"MALIBU CAFE RACER REAL ESTATE, LLC",,2598   SIERRA CREEK ROAD,AGOURA HILLS,2598 SIERRA CREEK 91301,25001   PACIFIC COAST HIGHWAY,MALIBU,90265-4735,722110,Full-service restaurants,0,06/10/2019,,"(34.118, -118.7834)"
0003120381-0001-9,MARY MKHITARYAN,ANGRY BIRDZ CHICKEN,5065   HOLLYWOOD BLVD   SUITE #102,LOS ANGELES,5065 HOLLYWOOD 90027-6100,7367 N ANTIOCH AVENUE,FRESNO,93722-3434,722110,Full-service restaurants,4,04/15/2019,,"(34.1021, -118.3001)"
0003143379-0001-6,"WEST TEMPLE HOSPITALITY, LLC",THUNDERBOLT,1263 W TEMPLE STREET,LOS ANGELES,1263 TEMPLE 90026,15051   LEFFINGWELL ROAD   SUITE #201,WHITTIER,90604-2159,722110,Full-service restaurants,1,08/25/2019,,"(34.0664, -118.254)"
0003142686-0001-3,KNC MANAGEMENT,YUN BAL TAN KOREAN RESTAURANT,2585 W OLYMPIC BLVD   BUILDING #2,LOS ANGELES,2585 OLYMPIC 90006,,,,722110,Full-service restaurants,1,04/01/2019,,"(34.0526, -118.2874)"
0003140760-0001-2,YUNG JOO LEE,CHERBOURG,3624 W 3RD STREET,LOS ANGELES,3624 3RD 90020-2008,16939   FERN STREET,FONTANA,92336-1508,722110,Full-service restaurants,10,07/20/2019,,"(34.0689, -118.2948)"
0003140253-0001-1,NEEDLE LLC,NEEDLE,3827 W SUNSET BLVD      #C,LOS ANGELES,3827 SUNSET 90026-1594,,,,722110,Full-service restaurants,0,09/03/2019,,"(34.0917, -118.2792)"
0003120381-0002-7,MARY MKHITARYAN,ANGRY BIRDZ CHICKEN,8263   SEPULVEDA BLVD,PANORAMA CITY,8263 Sepulveda 91402-4306,7367 N ANTIOCH AVENUE,FRESNO,93722-3434,722110,Full-service restaurants,6,08/07/2019,,"(34.2206, -118.4678)"
0003137259-0001-3,"TIUM,INC",SOL HOUSE OF BEEF BONE SOUP,4451   BEVERLY BLVD,LOS ANGELES,4451 BEVERLY 90004-1857,4451   BEVERLY BLVD,LOS ANGELES,90004-1857,722110,Full-service restaurants,13,07/15/2019,,"(34.0764, -118.3056)"
0003170992-0001-8,LARABEE LANKERSHIM LLC,VERSE,4212 LANKERSHIM BLVD,N HOLLYWOOD,4212 Lankershim 91602-2855,,,,722110,Full-service restaurants,4,01/03/2020,,"(34.1463, -118.363)"
0002796350-0002-8,CHETARAH SIMS,GRANNYS KITCHEN SOULFOOD,5440 S CENTRAL AVENUE   #B,LOS ANGELES,5440 CENTRAL 90011-6027,5041   TREEHILL PLACE,RIVERSIDE,92507-5957,722110,Full-service restaurants,9,01/01/2018,,"(33.9933, -118.2562)"
0003121339-0001-4,STUDIO SUSHI LLC,STUDIO SUSHI,4037   RADFORD AVENUE,STUDIO CITY,4037 RADFORD 91604-2103,4037   RADFORD AVENUE,STUDIO CITY,91604-2103,722110,Full-service restaurants,2,03/14/2019,,"(34.145, -118.3929)"
0003141403-0001-7,2747 INC,EL 7 MARES RESTAURANT,2747 E CESAR E CHAVEZ AVENUE,LOS ANGELES,2747 Cesar E Chavez 90033-3105,,,,722110,Full-service restaurants,14,01/01/2019,,"(34.0447, -118.2026)"
0003138324-0001-5,MARIA DE ROBLEDO,MGARNACHAS,13714  1/2   SHERMAN WAY,VAN NUYS,13714 SHERMAN 91405-2669,,,,722110,Full-service restaurants,2,07/17/2019,,"(34.2011, -118.4318)"
0003138905-0001-1,KOOBIDE MEDITERRANEAN GRILLE NO 2 INC,,4506   INGLEWOOD BLVD,CULVER CITY,4506 INGLEWOOD 90230-5857,,,,722110,Full-service restaurants,11,07/22/2019,,"(33.9947, -118.4174)"
0003074853-0001-3,TAB DINING GROUP INC,MIXTAPE / MIXTAPE RESTAURANT,7450   BEVERLY BLVD,LOS ANGELES,7450 BEVERLY 90036-2701,12001   VENTURA PLACE   #202,STUDIO CITY,91604-2626,722110,Full-service restaurants,5,09/11/2018,,"(34.0759, -118.3525)"
0003078944-0002-0,THE HRB EXPERIENCE LLC,THE HAND ROLL BAR,10250   SANTA MONICA BLVD   SUITE #9210,LOS ANGELES,10250 SANTA MONICA 90067-6482,8271   MELROSE AVENUE   SUITE #100,LOS ANGELES,90046-6800,722110,Full-service restaurants,5,09/01/2019,,"(34.06, -118.4198)"
0000888983-0001-8,JACK IN THE BOX PROPERTIES,JACK IN THE BOX #280,10967 SANTA MONICA BLVD,LOS ANGELES,10967 SANTA MONICA 90025-4538,9330 BALBOA AVENUE,SAN DIEGO,92123-1516,722110,Full-service restaurants,5,11/01/1970,,"(34.0489, -118.4401)"
0003140084-0001-1,FOREVER FOOD INC,,3000 W 6TH STREET      #100,LOS ANGELES,3000 6TH 90020-1564,,,,722110,Full-service restaurants,10,09/01/2019,,"(34.0634, -118.2875)"
0003140282-0001-8,HILDEBERTO CAMPUZANO,GALYS BUGERS,2124 S CENTRAL AVENUE,LOS ANGELES,2124 CENTRAL 90011-1237,4420   STAUNTON AVENUE,VERNON,90058-1935,722110,Full-service restaurants,9,07/29/2019,,"(34.0216, -118.2527)"
0003141846-0001-8,BEVERLY RESTAURANT INC,,4322   BEVERLY BLVD,LOS ANGELES,4322 BEVERLY 90004,1207 E 54TH STREET,LOS ANGELES,90011-4711,722110,Full-service restaurants,10,04/25/2019,,"(34.0761, -118.3033)"
0003140663-0001-8,LATELY RESTAURANT LLC,LATELY RESTAURANT,970 N BROADWAY     SUITE #113,LOS ANGELES,970 Broadway 90012-1748,,,,722110,Full-service restaurants,1,07/30/2019,,"(34.0662, -118.2358)"
0003008264-0002-5,"5916 N. FIGUEROA RESTAURANT, LP",HIPPO,5916  1/2 N FIGUEROA STREET,LOS ANGELES,5916 FIGUEROA 90042-4230,,,,722110,Full-service restaurants,1,04/20/2018,,"(34.1105, -118.1902)"
0003169515-0001-9,PAO PAK INC,PAO PAK NOODLE AND RICE BAR,5445 HOLLYWOOD BLVD    #A,LOS ANGELES,5445 Hollywood 90027-3466,,,,722110,Full-service restaurants,13,04/26/2019,,"(34.1018, -118.3086)"
0003142848-0001-4,SHALIMAR RESTAURANT INC,,18608   VENTURA BLVD,TARZANA,18608 Ventura 91356-4104,,,,722110,Full-service restaurants,3,08/01/2019,,"(34.1697, -118.5391)"
0003141412-0001-6,3914 INC,EL 7 MARES RESTAURANT,3914   WHITTIER BLVD,LOS ANGELES,3914 Whittier 90023-2424,,,,722110,Full-service restaurants,0,01/01/2019,,"(34.0236, -118.1886)"
0003029276-0002-8,RIKE INTERNATIONAL INC,,228 E 1ST STREET,LOS ANGELES,228 1ST 90012-3801,1030 N ALVARADO STREET   #303,LOS ANGELES,90026-3145,722110,Full-service restaurants,14,08/15/2019,,"(34.0508, -118.2418)"
0000990926-0003-0,MARIA DEL SOCORRO ZAMBRANO,ZASOM GUADALAJARA,5373   ALHAMBRA AVENUE,LOS ANGELES,5373 ALHAMBRA 90032-3411,,,,722110,Full-service restaurants,14,08/06/2019,,"(34.077, -118.1687)"
0003139910-0001-0,PSY PICO LLC,,9407 W PICO BLVD,LOS ANGELES,9407 PICO 90035,9407 W PICO BLVD,LOS ANGELES,90035-1209,722110,Full-service restaurants,5,07/25/2019,,"(34.0554, -118.3941)"
0000867000-0001-1,JACK IN THE BOX PROPERTIES,JACK IN THE BOX #227,600 S GAFFEY STREET,SAN PEDRO,600 GAFFEY 90731-3027,9330 BALBOA AVENUE,SAN DIEGO,92123-1516,722110,Full-service restaurants,15,11/01/1970,,"(33.7387, -118.2923)"
0003106844-0002-8,CMP FOOD COURT INC,HAPPY FAMILY 2.0,450 S WESTERN AVENUE   UNIT #305 FC5,LOS ANGELES,450 WESTERN 90020-4120,450 S WESTERN AVENUE   UNIT #201,LOS ANGELES,90020-4199,722110,Full-service restaurants,10,07/01/2019,,"(34.0658, -118.3085)"
0003061537-0001-1,ANGRY CHEF LOS ANGELES INC,ANGELO'S PASTA AND GRILL,404 S FIGUEROA STREET   SUITE #417,LOS ANGELES,404 FIGUEROA 90071-1797,404 S FIGUEROA STREET   #417,LOS ANGELES,90071-1710,722110,Full-service restaurants,14,07/01/2018,,"(34.0526, -118.256)"
0003127866-0001-6,JOEY RESTAURANT (LOS ANGELES) INC.,JOEY DTLA,700 W 7TH STREET   SUITE #S430,LOS ANGELES,700 7TH 90017-3992,800   BELLEVUE WAY NE SUITE #118,BELLEVUE,98004-4229,722110,Full-service restaurants,14,07/31/2019,,"(34.0479, -118.2577)"
0002683002-0001-2,HELNGO 8750 LLC,THE BOILING CRAB,10875 KINROSS AVENUE,LOS ANGELES,10875 KINROSS 90024-3409,14331   EUCLID STREET   SUITE #207,GARDEN GROVE,92843-6509,722110,Full-service restaurants,5,05/22/2013,,"(34.0607, -118.4453)"
0003043214-0001-8,ELITE GARDEN CAFE INC,,12909   VICTORY BLVD,NORTH HOLLYWOOD,12909 VICTORY 91606-2923,6214   ALLOTT AVENUE,VALLEY GLEN,91401-2429,722110,Full-service restaurants,2,03/20/2018,,"(34.1869, -118.4143)"
0002396349-0001-5,"6759 HOLLYWOOD ASSOCIATES, LLC",,6757 HOLLYWOOD BLVD,LOS ANGELES,6757 HOLLYWOOD 90028-4623,800 W 6TH STREET   SUITE #600,LOS ANGELES,90017-2709,722110,Full-service restaurants,13,12/01/2008,,"(34.1015, -118.3375)"
0002971796-0001-6,3600 WILSHIRE BAR LLC,SAPOR TAPAS BAR,3600   WILSHIRE BLVD   SUITE #100 B,LOS ANGELES,3600 WILSHIRE 90010-2603,300   CORPORATE POINTE,CULVER CITY,90230-9802,722110,Full-service restaurants,10,06/01/2017,,"(34.0607, -118.3036)"
0003143578-0001-8,MASSILIA LLC,,726   PALMS BLVD,VENICE,726 PALMS 90291-3849,,,,722110,Full-service restaurants,11,01/09/2018,,"(33.9926, -118.4618)"
0000967302-0001-1,JACK IN THE BOX PROPERTIES,JACK IN THE BOX #3262,5101 W JEFFERSON BLVD,LOS ANGELES,5101 JEFFERSON 90016-3813,9330 BALBOA AVENUE,SAN DIEGO,92123-1516,722110,Full-service restaurants,10,07/15/1999,,"(34.0255, -118.3549)"
0003141389-0001-5,6307 INC,EL 7 MARES RESTAURANT,6307   WHITTIER BLVD,LOS ANGELES,6307 Whittier 90022-4601,,,,722110,Full-service restaurants,0,01/01/2019,,"(34.0161, -118.1353)"
0000477505-0001-0,JACK IN THE BOX PROPERTIES,JACK IN THE BOX 3377,1906 CRENSHAW BLVD,LOS ANGELES,1906 CRENSHAW 90016-1802,9330 BALBOA AVENUE,SAN DIEGO,92123-1516,722110,Full-service restaurants,10,09/11/1997,,"(34.0398, -118.331)"
0000966548-0006-2,6429 SELMA HOSPITALITY LLC,1902 | NO VACANCY,6541 HOLLYWOOD BLVD,LOS ANGELES,6541 HOLLYWOOD 90028-6256,,,,722110,Full-service restaurants,13,07/28/2011,,"(0.0, 0.0)"
0003143060-0001-7,1821 NEW ENGLAND LLC,SAMURAI SUSHI AND TERIYAKI,1260 S SOTO STREET   SUITE #6,LOS ANGELES,1260 SOTO 90023,1260 S SOTO STREET   UNIT #6,LOS ANGELES,90023-2680,722110,Full-service restaurants,14,08/19/2019,,"(34.0268, -118.2192)"
0003142879-0001-0,SWIFT LLC,,4279  1/2   CRENSHAW BLVD,LOS ANGELES,4279 CRENSHAW 90008-2536,,,,722110,Full-service restaurants,8,05/06/2019,,"(34.0058, -118.3345)"
0000729075-0001-3,BAHADOR EVENT SPECIALIST INC,BAHADOR EVENT SPECIALIST,18750   OXNARD STREET   UNIT #214,TARZANA,18750 OXNARD 91356-1457,,,,722110,Full-service restaurants,3,04/29/2002,,"(34.1793, -118.5427)"
0000888450-0001-2,JACK IN THE BOX PROPERTIES,JACK IN THE BOX #332,13622 FOOTHILL BLVD,SYLMAR,13622 FOOTHILL 91342-4404,9330 BALBOA AVENUE,SAN DIEGO,92123-1516,722110,Full-service restaurants,7,11/01/1970,,"(34.3072, -118.4301)"
0003141640-0001-4,"GSD081827, LLC",FRESH MEDITRRANEAN BY GSD,19642   SHERMAN WAY,RESEDA,19642 SHERMAN 91335,19642   SHERMAN WAY   UNIT,RESEDA,91335-3647,722110,Full-service restaurants,3,08/01/2019,,"(34.2008, -118.5609)"
0003141966-0001-3,700 N SPRING ST INC,CBS SEAFOOD RESTAURANT,700 N SPRING STREET,LOS ANGELES,700 SPRING 90012-2824,,,,722110,Full-service restaurants,1,06/01/2019,,"(34.06, -118.2375)"
0000477507-0001-9,JACK IN THE BOX PROPERTIES,JACK IN THE BOX 3378,516 N BEAUDRY AVENUE,LOS ANGELES,516 BEAUDRY 90012-1510,9330 BALBOA AVENUE,SAN DIEGO,92123-1516,722110,Full-service restaurants,1,09/28/1997,,"(34.0645, -118.2499)"
0003139980-0001-5,KAZAN LLC,,111 N LA CIENEGA BLVD,BEVERLY HILLS,111 La Cienega 90211-2206,,,,722110,Full-service restaurants,0,08/01/2019,,"(34.068, -118.3764)"
0002993647-0001-1,VERMONT ENTERPRISES LLC,,1816  1/2 N VERMONT AVENUE,LOS ANGELES,1816 VERMONT 90027-4213,1122 N CRESCENT HEIGHTS BLVD,WEST HOLLYWOOD,90046-5007,722110,Full-service restaurants,4,06/27/2017,,"(34.1039, -118.2916)"
0003118151-0001-3,H9 INC,#MAIN,113 E 9TH STREET,LOS ANGELES,113 9TH 90015-1744,,,,722110,Full-service restaurants,14,04/01/2019,,"(34.0412, -118.2545)"
0003141171-0001-9,RYE BAR LLC,TRAXX,800 N ALAMEDA STREET   SUITE #100,LOS ANGELES,800 ALAMEDA 90012,2570 N BEACHWOOD DRIVE   APARTMENT #4,LOS ANGELES,90068-2352,722110,Full-service restaurants,14,06/07/2019,,"(34.0562, -118.236)"
0000881404-0001-1,JACK IN THE BOX PROPERTIES,JACK IN THE BOX #250,2701 E CESAR E CHAVEZ AVENUE,LOS ANGELES,2701 CESAR E CHAVEZ 90033-3105,9330 BALBOA AVENUE,SAN DIEGO,92123-1516,722110,Full-service restaurants,14,11/01/1970,,"(34.0451, -118.204)"
0003142844-0001-6,PREMIX LLC,HYESUNG NOODLE HOUSE,125 N WESTERN AVENUE      #106,LOS ANGELES,125 Western 90004-4124,,,,722110,Full-service restaurants,4,01/29/2019,,"(34.0739, -118.3095)"
0000845050-0001-2,JACK IN THE BOX PROPERTIES,JACK IN THE BOX #3166,2921 S FIGUEROA STREET,LOS ANGELES,2921 FIGUEROA 90007-3710,9330 BALBOA AVENUE,SAN DIEGO,92123-1516,722110,Full-service restaurants,9,05/18/1998,,"(34.0256, -118.2776)"
0002922329-0001-7,NF CALIFORNIA LLC,NATIVE FOODS CAFE,1114   GAYLEY AVENUE,LOS ANGELES,1114 GAYLEY 90024-3404,1110 W LAKE COOK ROAD   SUITE #1015A,BUFFALO GROVE,60089-1944,722110,Full-service restaurants,5,08/01/2016,,"(34.0599, -118.446)"
0002850442-0001-0,PHILLIP DOUGLAS LLC,SCRATCH BAR & KITCHEN,16101 VENTURA BLVD SUITE #255,ENCINO,16101 VENTURA 91436-2589,,,,722110,Full-service restaurants,5,08/03/2015,,"(34.1563, -118.4836)"
0003139749-0001-5,MARISCOS LA DO?A CORPORATION,BABY LOBSTER,1001   MAPLE AVENUE   SUITE #201,LOS ANGELES,1001 MAPLE 90015-2389,,,,722110,Full-service restaurants,14,04/10/2019,,"(34.0383, -118.2542)"
0003139257-0001-9,DERO ATAKHANIAN,TAPS,18673   DEVONSHIRE STREET,NORTHRIDGE,18673 DEVONSHIRE 91324-1310,,,,722110,Full-service restaurants,12,07/01/2019,,"(34.2574, -118.5399)"
0003138157-0001-3,HYOUNG BAE CHO,CASSTOWN,954 S NORTON AVENUE,LOS ANGELES,954 NORTON 90019-1931,,,,722110,Full-service restaurants,4,10/01/2019,,"(34.0544, -118.3203)"
